no.,vid,title,description,thumbnail,view_counts,t_emoji_count,t_word_count,t_punctuation_count,t_length,t_lang,d_emoji_count,d_word_count,d_punctuation_count,d_length,d_lang,thumb_brightness,thumb_contrast,thumb_blurriness,thumb_entropy,t_lang_digit,d_lang_digit,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14
293,SBPdq6be_Ss,MPower | Disney+,"Executive Producer Zoë Saldaña, MPower, a four-episode Original series, is now streaming on Disney+. ▻ Watch Marvel on ...",https://i.ytimg.com/vi/SBPdq6be_Ss/default.jpg,157755,0,2,2,16,en,0,18,9,122,en,0.0960209931,3.628075213,53.29027778,6.940867962,30,21,-0.4630839566,-1.757589294,-0.3227616261,-1.82405289,0.2781659035,-0.1480910628,0.4015327457,0.5153178871,0.6505898436,0.5403974534,-0.02257223985,0.0847871423,1.299586617,0.311085314
294,hoFFTxd0OAM,Jennifer Garner Takes Son Samuel to Lakers Game During RARE Outing!,"Jennifer Garner spent some quality time with her 11-year-old son, Samuel, at the Los Angeles Lakers game on Sunday.",https://i.ytimg.com/vi/hoFFTxd0OAM/default.jpg,54507,0,11,1,67,en,0,21,5,115,en,0.09470899237,3.893522207,43.32638889,6.690766564,30,21,-0.4630839566,0.526312474,-0.7320113634,0.5138103981,0.2781659035,-0.1480910628,0.7420070919,-0.2147664866,0.5160804639,0.5403974534,-0.06068087659,0.3409193466,0.4707961771,-0.02949431844
295,NQuf33Ja6po,My morning entertainment🤭,TikTok + IG @rachelheheh.,https://i.ytimg.com/vi/NQuf33Ja6po/default.jpg,104213,1,3,0,25,en,0,3,3,25,de,0.09656009526,3.669905475,27.22361111,7.224378192,30,16,0.8208826513,-1.503822431,-1.141261101,-1.41148878,0.2781659035,-0.1480910628,-1.300838986,-0.5798086735,-1.213325847,-0.7557269152,-0.006913370338,0.125149541,-0.8686234442,0.6971599664
296,Cy6_Hu4tNKc,Bhai Teri Girlfriend Milgyi 😂😂 #shorts #entertainment,,https://i.ytimg.com/vi/Cy6_Hu4tNKc/default.jpg,7729700,2,6,2,53,en,0,1,0,3,tl,0.07937035875,3.236746672,22.87916667,6.734973945,30,14,2.104849259,-0.7425218413,-0.3227616261,-0.1279559946,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.5062099112,-0.2928093041,-1.229991788,0.03070579904
297,joDBvN0MBhM,அந்நியன் மாறி மாறிட்டானே 😂💥 | #shorts | MC Entertainment,Full Video Link :https://youtu.be/JGWcYc9pqGA #mcentertainment #Shorts #Maalaisodhapal ******************** Follow us on: ...,https://i.ytimg.com/vi/joDBvN0MBhM/default.jpg,90485,2,13,3,56,ta,0,13,33,125,en,0.07896355737,2.752203436,21.84027778,7.052411557,28,21,2.104849259,1.0338462,0.08648811114,0.009565375282,-0.06037272146,-0.1480910628,-0.1659244981,4.89582413,0.7082367206,0.5403974534,-0.5180259458,-0.7603494537,-1.316405957,0.4629816138
298,ghJo5Yssncc,இதை கடைசி வரை பாருங்க..!!☺️☺️//Fact G Fact//entertainment videos in Tamil..#shorts🥳🥳,"copyright disclaimer under section 107 of the copyright act 1976, allowance is made for ""fair use"" for purpose such as criticism, ...",https://i.ytimg.com/vi/ghJo5Yssncc/default.jpg,2371111,4,16,11,84,en,0,21,7,133,en,0.100480317,3.931021185,20.87222222,6.628419035,30,21,4.672782475,1.795146789,3.360486009,1.293098161,0.2781659035,-0.1480910628,0.7420070919,0.1502757003,0.861961726,0.5403974534,0.106954178,0.3771024495,-1.396928251,-0.1143970773
299,ouj26CkAbVg,Tyler Henry reveals Tituss Burgess&#39; touchy secret 🫣 #shorts | Hollywood Medium,tylerhenry #TitussBurgess #hollywoodmedium #eentertainment SUBSCRIBE: http://bit.ly/Eentsub About Hollywood Medium with ...,https://i.ytimg.com/vi/ouj26CkAbVg/default.jpg,21373,1,11,5,82,en,0,13,12,123,en,0.05564716981,2.078679121,23.39861111,6.684830311,30,21,0.8208826513,0.526312474,0.9049875857,1.201417247,0.2781659035,-0.1480910628,-0.1659244981,1.062881167,0.6698054693,0.5403974534,-1.195278424,-1.410239154,-1.186784703,-0.03757810788
300,zfXYb6Zl3bQ,The Quantumania Rap Song #themanniishow.com/series,iB@TheVincentMottola.,https://i.ytimg.com/vi/zfXYb6Zl3bQ/default.jpg,330825,0,7,3,50,en,0,2,2,21,,0.09890876035,3.31568537,29.27777778,7.281730359,30,0,-0.4630839566,-0.4887549783,0.08648811114,-0.2654773644,0.2781659035,-0.1480910628,-1.414330434,-0.7623297669,-1.290188349,-4.903324895,0.06130642793,-0.2166406413,-0.6977590644,0.7752602092
301,pHtvEh2h_sc,Eminem doing rap god live😳😳,,https://i.ytimg.com/vi/pHtvEh2h_sc/default.jpg,10110003,2,5,0,27,en,0,1,0,3,tl,0.0568574908,2.025159661,25.14583333,6.925824541,30,14,2.104849259,-0.9962887044,-1.141261101,-1.319807867,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-1.160123198,-1.461880565,-1.041451782,0.2905996914
302,XTwkTVjbn78,Don&#39;t Mess with me (While I&#39;m Jellyfishing) - Spongebob Rap Freestyle,Beat Produced by: @TrunxksBeatz Life After The Show mixtape OUT NOW! Mixtape: ...,https://i.ytimg.com/vi/XTwkTVjbn78/default.jpg,47642007,0,14,9,77,en,0,12,7,81,en,0.1256818889,4.35487677,41.74444444,6.520312234,30,21,-0.4630839566,1.287613063,2.541986535,0.9722149643,0.2781659035,-0.1480910628,-0.2794159468,0.1502757003,-0.137250809,0.5403974534,0.8389640997,0.7860845356,0.339210965,-0.261613266
303,B6DGB0oESzQ,LIL DARKIE - RAP MUSIC (PROD. WENDIGO) (MUSIC VIDEO),ain't nobody dance no more! Instagram: @lildvrkie @wendigowendigo @livenlimel Spotify: ...,https://i.ytimg.com/vi/B6DGB0oESzQ/default.jpg,26713934,0,8,6,52,en,0,11,10,90,af,0.0349144655,2.124654007,17.25972222,3.936642141,30,27,-0.4630839566,-0.2349881152,1.314237323,-0.1737964512,0.2781659035,-0.1480910628,-0.3929073956,0.6978389806,0.03568982208,2.095746696,-1.79748472,-1.365877571,-1.697413884,-3.779967898
304,VaJh0svVuMc,ITACHI RAP | &quot;Fallen From Grace&quot; | RUSTAGE Ft. Johnald [Naruto],Spotify: https://open.spotify.com/track/5x1PjloCLomjDe4CtJ8Hsy?si=251f17c3e0144b16 Itunes: ...,https://i.ytimg.com/vi/VaJh0svVuMc/default.jpg,191382,0,11,9,73,en,0,10,14,94,en,0.06213446514,2.993188905,34.87361111,6.105228205,30,21,-0.4630839566,0.526312474,2.541986535,0.7888531379,0.2781659035,-0.1480910628,-0.5063988443,1.427923354,0.1125523248,0.5403974534,-1.006847141,-0.5278203958,-0.2323009262,-0.8268606715
305,gAiH0Ua190M,[EXCLU] RK - Aminata #PlanèteRap,Grosse exclu de RK Djadja & Dinaz dans Planète Rap pour présenter leur nouveau projet ! Regarde l'intégrale de l'émission et ...,https://i.ytimg.com/vi/gAiH0Ua190M/default.jpg,21574,0,4,4,32,ca,0,21,7,128,fr,0.09070031409,3.714846094,52.62916667,6.660423913,36,10,-0.4630839566,-1.250055567,0.4957378484,-1.090605584,1.293781778,-0.1480910628,0.7420070919,0.1502757003,0.7658835977,-2.311076158,-0.1771177517,0.16851315,1.244595782,-0.07081391581
306,FmLzfYBHfuY,IF ASIAN PARENTS MADE A RAP SONG,IF ASIAN PARENTS MADE A RAP SONG #skit #asian #comedy #rap socials ☽ instagram: korean.comic tiktok: koreancomic.,https://i.ytimg.com/vi/FmLzfYBHfuY/default.jpg,12611140,0,7,0,32,en,0,17,8,113,en,0.1082098324,4.313272308,21.60416667,6.477646224,30,21,-0.4630839566,-0.4887549783,-1.141261101,-1.090605584,0.2781659035,-0.1480910628,0.2880412969,0.3327967937,0.4776492126,0.5403974534,0.3314672348,0.7459400143,-1.336045541,-0.319714397
307,kStDfzOSyfs,Rap Battle 🎤 That Girl Lay Lay | Netflix After School,"The rap battle is on! Sadie and Lay Lay are up against the small, but mighty Cartier. Armed with Sadie's flashcard intel, Lay Lay ...",https://i.ytimg.com/vi/kStDfzOSyfs/default.jpg,3220074,1,9,1,53,en,0,25,8,133,en,0.1038453603,3.497888677,44.38888889,6.789562852,30,21,0.8208826513,0.01877874787,-0.7320113634,-0.1279559946,0.2781659035,-0.1480910628,1.195972887,0.3327967937,0.861961726,0.5403974534,0.2046959029,-0.04083102346,0.5591743046,0.1050431282
308,LXXkTPUHdMw,Baby Yoda Song - A Star Wars Rap | by ChewieCatt,"Follow me on Twitch!!! https://www.twitch.tv/chewiecattgaming Follow me on INSTA!! https://www.instagram.com/chewiecatt Like, ...",https://i.ytimg.com/vi/LXXkTPUHdMw/default.jpg,70003410,0,9,2,48,en,0,19,21,129,en,0.08629164306,3.367413347,48.82777778,6.69238753,30,21,-0.4630839566,0.01877874787,-0.3227616261,-0.3571582777,0.2781659035,-0.1480910628,0.5150241944,2.705571008,0.7850992233,0.5403974534,-0.3051728961,-0.1667278482,0.9283984817,-0.0272869418
309,Ut-6R-NSWSc,Adam Rap | “Ragnarok” | Daddyphatsnaps ft. McGwire (Record of Ragnarok) [Shuumatsu no Valkyrie],Link To All Streaming Services: https://too.fm/adam Adam Rap | “Ragnarok” | Daddyphatsnaps ft. McGwire (Record of Ragnarok) ...,https://i.ytimg.com/vi/Ut-6R-NSWSc/default.jpg,206780,0,12,7,95,en,0,18,14,127,en,0.1559931852,5.552314752,55.10833333,6.520515401,30,21,-0.4630839566,0.7800793371,1.72348706,1.797343184,0.2781659035,-0.1480910628,0.4015327457,1.427923354,0.746667972,0.5403974534,1.719392103,1.941503271,1.450811413,-0.2613366004
310,EhvsR5l4cfU,PURPLE - Rainbow Friends Animated Rap Song (Roblox),PURPLE - Rainbow Friends Animated Rap Song (Roblox). Which Rainbow Friend would you like us to make a song for next?,https://i.ytimg.com/vi/EhvsR5l4cfU/default.jpg,3141889,0,7,3,51,en,0,20,5,116,en,0.08002324498,3.182005889,48.54444444,6.80850771,30,21,-0.4630839566,-0.4887549783,0.08648811114,-0.2196369078,0.2781659035,-0.1480910628,0.6285156432,-0.2147664866,0.5352960896,0.5403974534,-0.4872460467,-0.3456291811,0.9048309811,0.1308415962
311,VeZXQf77hhk,CINDERELLA vs BELLE: Princess Rap Battle (Sarah Michelle Gellar &amp; Whitney Avalon),Secret stuff here: https://whitneyavalon.com/secrets ▷ NERDY WORDY shirts! https://shop.spreadshirt.com/whitneyavalon/ ...,https://i.ytimg.com/vi/VeZXQf77hhk/default.jpg,116418070,0,12,5,85,en,0,15,17,122,en,0.123648169,4.555454696,57.1625,7.034120414,30,21,-0.4630839566,0.7800793371,0.9049875857,1.338938617,0.2781659035,-0.1480910628,0.06105839943,1.975486635,0.6505898436,0.5403974534,0.7798922621,0.97962399,1.621675793,0.4380733533
312,xUvRQuDrfoo,[EXCLU] Djadja &amp; Dinaz - Gramma #PlanèteRap,Djadja & Dinaz dans Planète Rap pour présenter leur nouveau projet ! Regarde l'intégrale de l'émission et des exclus dans nos ...,https://i.ytimg.com/vi/xUvRQuDrfoo/default.jpg,7243,0,6,6,47,ca,0,21,7,129,fr,0.1089665976,4.116090398,59.57083333,7.012030953,36,10,-0.4630839566,-0.7425218413,1.314237323,-0.4029987343,1.293781778,-0.1480910628,0.7420070919,0.1502757003,0.7850992233,-2.311076158,0.3534483886,0.5556774063,1.821999549,0.407992671
313,0kRAKXFrYQ4,Moses vs Santa Claus. Epic Rap Battles of History,Moses vs Santa Claus duke it out in this episode of Epic Rap Battles of History. Who won. You decide. Want to help ERB? Support ...,https://i.ytimg.com/vi/0kRAKXFrYQ4/default.jpg,90628453,0,9,1,49,en,0,25,7,131,en,0.155633646,5.272557222,47.93055556,7.797082746,30,21,-0.4630839566,0.01877874787,-0.7320113634,-0.3113178211,0.2781659035,-0.1480910628,1.195972887,0.1502757003,0.8235304747,0.5403974534,1.708948855,1.6715627,0.8537680629,1.477049676
314,mVakHgR6F-k,A Vida e a Morte | Gato e Lobo/Morte (Gato de Botas 2) | Ninja Feat. Papyrus da Batata,Plataformas Digitais - Spotify: (https://spoti.fi/3EUNZ9t) Deezer: (https://bit.ly/3IJJRsK) Apple Music: (https://apple.co/36cZ07t) ...,https://i.ytimg.com/vi/mVakHgR6F-k/default.jpg,128312,0,18,6,86,pt,0,18,28,135,en,0.08910649467,3.671579908,45.54583333,6.481911573,6,21,-0.4630839566,2.302680515,1.314237323,1.384779074,-3.784297596,-0.1480910628,0.4015327457,3.983218662,0.9003929774,0.5403974534,-0.2234121506,0.126765216,0.6554082657,-0.3139059889
315,ckD9z4MWed8,&quot;Freestyle Rap Beat - &quot;Troublesome&quot; (90&#39;s Old School Hip-Hop Type Beat),"""Freestyle Rap Beat - ""Troublesome"" (90's Old School Hip-Hop Type Beat) Purchase | Instant Download (untagged): ...",https://i.ytimg.com/vi/ckD9z4MWed8/default.jpg,3949,0,16,13,90,en,0,16,15,115,en,0.03291514924,2.450333472,18.9125,2.489124782,30,21,-0.4630839566,1.795146789,4.178985484,1.5681409,0.2781659035,-0.1480910628,0.1745498482,1.610444448,0.5160804639,0.5403974534,-1.855557262,-1.051626511,-1.559936797,-5.751148128
316,-fwRz_p6CV0,When SpongeBob tells a story #shorts #tiktokviral #soundcloud #rap #spongebob #soundcloudrapper,,https://i.ytimg.com/vi/-fwRz_p6CV0/default.jpg,23958024,0,11,6,95,en,0,1,0,3,tl,0.09983142326,3.560650563,31.75694444,7.332920582,30,14,-0.4630839566,0.526312474,1.314237323,1.797343184,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.08810628036,0.01972848783,-0.4915434335,0.8449693254
317,a2GVxYfKSxA,Elon Musk vs Mark Zuckerberg. Epic Rap Battles of History,Elon Musk and Mark Zuckerberg rap battle in this episode of Epic Rap Battles of History. Who won? Who's next? You decide!,https://i.ytimg.com/vi/a2GVxYfKSxA/default.jpg,34641254,0,10,1,57,en,0,23,5,121,en,0.109724817,4.168267544,49.32361111,7.02932452,30,21,-0.4630839566,0.2725456109,-0.7320113634,0.0554058319,0.2781659035,-0.1480910628,0.9689899894,-0.2147664866,0.631374218,0.5403974534,0.3754717828,0.6060236061,0.9696416079,0.4315424669
318,nBwMYIUSq98,Big Scarr - Fu*c The Rap Game [Official Music Video],Big Scarr - Fucc The Rap Game Download/Stream: https://bigscarr.lnk.to/TheReturn Subscribe for more official content from Big ...,https://i.ytimg.com/vi/nBwMYIUSq98/default.jpg,5646659,0,10,4,52,en,0,20,12,129,en,0.1019243177,3.834215968,20.02222222,6.051711317,30,21,-0.4630839566,0.2725456109,0.4957378484,-0.1737964512,0.2781659035,-0.1480910628,0.6285156432,1.062881167,0.7850992233,0.5403974534,0.1488969133,0.2836942205,-1.467630753,-0.8997381605
319,2dKj75rppeE,ALPHABET LORE ANIMATED RAP SONG (Pt. 1),ALPHABET LORE ANIMATED RAP SONG (Pt. 1). Type F in the chat if you want part 2 SFM animated video. GET TICKETS TO ...,https://i.ytimg.com/vi/2dKj75rppeE/default.jpg,2990374,0,7,3,39,de,0,23,8,117,en,0.09936423082,3.655186909,48.11944444,6.771132375,19,21,-0.4630839566,-0.4887549783,0.08648811114,-0.7697223873,-1.583796534,-0.1480910628,0.9689899894,0.3327967937,0.5545117153,0.5403974534,0.07453611465,0.1109474632,0.8694797301,0.07994512764
320,-WcQZJJCYT8,"Queens Cast, Eve, Brandy - Rap Battle (Official Video)",Stream/Download “Heart of Queens” from the Queens Soundtrack: https://QueensCast.lnk.to/HeartOfQueensID Watch Queens ...,https://i.ytimg.com/vi/-WcQZJJCYT8/default.jpg,3643599,0,8,5,54,en,0,16,11,120,en,0.0440572664,2.007321289,40.98888889,5.936629482,30,21,-0.4630839566,-0.2349881152,0.9049875857,-0.08211553796,0.2781659035,-0.1480910628,0.1745498482,0.880360074,0.6121585923,0.5403974534,-1.531921088,-1.479092972,0.2763642966,-1.056452715
321,OVklZIHHj18,Borough Bully Rap (From &quot;Marvel&#39;s Moon Girl and Devil Dinosaur&quot;),"""Marvel's Moon Girl and Devil Dinosaur"" follows 13-year-old super-genius Lunella Lafayette (aka Moon Girl) and her 10-ton T-Rex ...",https://i.ytimg.com/vi/OVklZIHHj18/default.jpg,124324,0,14,9,78,en,0,24,13,131,en,0.09737777887,3.368591091,48.82777778,6.925147332,30,21,-0.4630839566,1.287613063,2.541986535,1.018055421,0.2781659035,-0.1480910628,1.082481438,1.245402261,0.8235304747,0.5403974534,0.01683723216,-0.1655914328,0.9283984817,0.2896774911
322,owTPZQQAVyQ,Theodore Roosevelt vs Winston Churchill. Epic Rap Battles of History,Teddy Roosevelt and Winston Churchill collide in this episode of Epic Rap Battles of History. Who won? You decide! Become an ...,https://i.ytimg.com/vi/owTPZQQAVyQ/default.jpg,48692094,0,10,1,68,en,0,21,6,128,en,0.07598981373,3.314669157,49.01666667,6.499054329,30,21,-0.4630839566,0.2725456109,-0.7320113634,0.5596508547,0.2781659035,-0.1480910628,0.7420070919,-0.03224539317,0.7658835977,0.5403974534,-0.6044019013,-0.2176211947,0.9441101488,-0.2905615621
323,mMd19Fc5tko,Antes de Juzgar -  Tóxica Religión | Apóstoles Del Rap Ft @DubbCmusic  (Video Oficial),Escúchala en Spotify https://open.spotify.com/track/5AbLtTXlEXZ1WU7BcbVh6M?si=1CqiwH9eTj-XyI7W1jdTxw Este es el Vídeo ...,https://i.ytimg.com/vi/mMd19Fc5tko/default.jpg,83969,0,12,5,86,es,0,16,13,121,es,0.09533078105,3.535201541,50.29166667,6.923830368,17,15,-0.4630839566,0.7800793371,0.9049875857,1.384779074,-1.922335159,-0.1480910628,0.1745498482,1.245402261,0.631374218,-1.014951789,-0.04262027791,-0.00482750333,1.050163902,0.2878840947
324,ajBNJ7P4T7I,L7NNON - Metflix Remix part. MC Poze do Rodo | Me Espera,Ouça agora: http://papatunes.lnk.to/MeEspera Ficha Técnica: Direção - Cherry Rocha / João Dutra Direção de Fotografia- João ...,https://i.ytimg.com/vi/ajBNJ7P4T7I/default.jpg,416062,0,10,3,56,pt,0,18,14,127,pt,0.04457991019,1.733244236,24.83888889,6.038565674,6,6,-0.4630839566,0.2725456109,0.08648811114,0.009565375282,-3.784297596,-0.1480910628,0.4015327457,1.427923354,0.746667972,-3.347975652,-1.516740271,-1.743552398,-1.066983241,-0.9176394533
325,UeCFnKtoXCg,"Rap battle with XG 🎤  | #xg&#39;s Jurin, Harvey, Cocona &amp; Maya 🔥",These girls know how to rap! Go girls! Please leave lots of comments for the gals! :) Get the fastest updates on your ...,https://i.ytimg.com/vi/UeCFnKtoXCg/default.jpg,66448,2,12,9,68,en,0,22,8,121,en,0.1349373761,4.911430124,56.90277778,7.026364186,30,21,2.104849259,0.7800793371,2.541986535,0.5596508547,0.2781659035,-0.1480910628,0.8554985407,0.3327967937,0.631374218,0.5403974534,1.10780084,1.323107898,1.600072251,0.4275111834
326,_6Au0xCg3PI,Mozart vs Skrillex. Epic Rap Battles of History,Mozart and Skrillex combine in this episode of Epic Rap Battles Of History. Who won? You decide? Want to help ERB? Support us ...,https://i.ytimg.com/vi/_6Au0xCg3PI/default.jpg,106251365,0,8,1,47,en,0,23,7,129,en,0.09689749673,3.595951071,43.84583333,7.39341404,30,21,-0.4630839566,-0.2349881152,-0.7320113634,-0.4029987343,0.2781659035,-0.1480910628,0.9689899894,0.1502757003,0.7850992233,0.5403974534,0.002886860754,0.05379026797,0.5140032617,0.9273472721
327,I5LGqxvsEEw,DARK DEKU RAP | &quot;Leave Them Behind&quot; | Sensei Beats [My Hero Academia],Listen to us on other digital platforms! - Spotify: https://open.spotify.com/artist/4dnz4ENnj4DoIuyMIz4nms Apple Music: ...,https://i.ytimg.com/vi/I5LGqxvsEEw/default.jpg,25004,0,13,8,79,en,0,16,14,123,en,0.0988012986,4.117976264,57.25694444,6.368338268,30,21,-0.4630839566,1.0338462,2.132736797,1.063895878,0.2781659035,-0.1480910628,0.1745498482,1.427923354,0.6698054693,0.5403974534,0.05818507227,0.5574970958,1.629531627,-0.4685662779
328,X52ZqE2lQBo,CHOO CHOO CHARLES RAP by JT Music - &quot;Honk if You&#39;re Hungry&quot;,"Stream/Download (Spotify, iTunes, etc) ▷ https://too.fm/14xqbar See JT Music Perform Live ▷ https://jtmch.co/3u0YKBe All our ...",https://i.ytimg.com/vi/X52ZqE2lQBo/default.jpg,2284928,0,15,8,73,en,0,20,18,128,en,0.0960675696,3.772560857,56.90277778,6.385524499,30,21,-0.4630839566,1.541379926,2.132736797,0.7888531379,0.2781659035,-0.1480910628,0.6285156432,2.158007728,0.7658835977,0.5403974534,-0.02121936962,0.2242026466,1.600072251,-0.445162649
329,Xyt1MOaYV78,Electric guitar + Rap = 👀. ‘DIP’ is out now. #shorts,,https://i.ytimg.com/vi/Xyt1MOaYV78/default.jpg,10579943,1,8,5,52,en,0,1,0,3,tl,0.08428508618,3.176594762,28.73472222,7.086295403,30,14,0.8208826513,-0.2349881152,0.9049875857,-0.1737964512,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.3634557507,-0.3508504259,-0.7429301073,0.50912349
330,g9jV-_4A6uc,Q&amp;A Friday “Rap God” #anime #spyxfamily #anya #yorforger #naruto,,https://i.ytimg.com/vi/g9jV-_4A6uc/default.jpg,1650439,0,11,7,68,en,0,1,0,3,tl,0.07826978226,2.855639845,31.89861111,7.136044262,30,14,-0.4630839566,0.526312474,1.72348706,0.5596508547,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.5381774772,-0.6605427278,-0.4797596832,0.5768698051
331,zXWZzme7qp8,#psicologia #saludmental #rap #canciones #aprender #terapia #depression #musica #canciones #letras,,https://i.ytimg.com/vi/zXWZzme7qp8/default.jpg,83746,0,10,10,98,it,0,1,0,3,tl,0.07834164076,2.95660953,24.98055556,7.013749398,0,14,-0.4630839566,0.2725456109,2.951236272,1.934864553,-4.799913471,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.5360902605,-0.5631161659,-1.055199491,0.410332791
332,rgnSj2hODmE,The Chicken Rap!,SUBSCRIBE TO Annoying Orange! ▸ http://bit.ly/AOSub SHIRTS and TOYS: http://annoyingorange.com AO GAMING ...,https://i.ytimg.com/vi/rgnSj2hODmE/default.jpg,12187,0,3,1,16,en,0,16,14,108,en,0.05922286868,2.577276676,25.78333333,6.654790349,30,21,-0.4630839566,-1.503822431,-0.7320113634,-1.82405289,0.2781659035,-0.1480910628,0.1745498482,1.427923354,0.3815710842,0.5403974534,-1.091417957,-0.9291378661,-0.9884249059,-0.07848551287
333,_yt8N0186t8,SO I MADE A DRILL REMIX OF “BEAUTIFUL DAY” ☀️ #rap #music #rushawn #rapper,,https://i.ytimg.com/vi/_yt8N0186t8/default.jpg,1747471,1,13,4,74,en,0,1,0,3,tl,0.08872682111,3.266995423,64.78888889,7.350554325,30,14,0.8208826513,1.0338462,0.4957378484,0.8346935945,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.2344402253,-0.2636220113,2.256034353,0.8689823603
334,z4G44Frxkk4,Bandgang Javar - I Aint Gotta Rap ( Official Video ),Bandgang Javar - I Aint Gotta Rap Official Video - Bandman OUT NOW Follow On Instagram @ BGJavar @GlcFilms.,https://i.ytimg.com/vi/z4G44Frxkk4/default.jpg,24583,0,8,3,52,en,0,16,5,107,en,0.0498234879,2.207291539,38.08472222,5.159652438,30,21,-0.4630839566,-0.2349881152,0.08648811114,-0.1737964512,0.2781659035,-0.1480910628,0.1745498482,-0.2147664866,0.3623554585,0.5403974534,-1.36443426,-1.28613987,0.03479741474,-2.114513801
335,HyQEdKnVbqE,Have You Heard Magnus Carlsen&#39;s Rap?,PLAY CHESS NOW: https://www.chess.com/register?ref_id=70349336 ♟ UPGRADE YOUR CHESS.COM MEMBERSHIP: ...,https://i.ytimg.com/vi/HyQEdKnVbqE/default.jpg,50308,0,8,4,40,en,1,15,15,103,en,0.06096601077,2.461834746,37.44722222,6.835994455,30,21,-0.4630839566,-0.2349881152,0.4957378484,-0.7238819307,0.2781659035,4.123766518,0.06105839943,1.610444448,0.2854929558,0.5403974534,-1.040786301,-1.040528828,-0.01822946177,0.1682721166
336,qedK7lxOH5A,Unrealised Rap Song by MC Stan #shorts #salmankhan #mcstan #biggboss #shivthakare #abdurozik #reels,Unrealised Rap Song by MC Stan #shorts #salmankhan #mcstan #biggboss #shivthakare #abdurozik #reels #rap #indianrappers ...,https://i.ytimg.com/vi/qedK7lxOH5A/default.jpg,1888360,0,13,7,99,en,0,15,12,123,en,0.06374590087,2.320735801,36.07777778,6.935680745,30,21,-0.4630839566,1.0338462,1.72348706,1.98070501,0.2781659035,-0.1480910628,0.06105839943,1.062881167,0.6698054693,0.5403974534,-0.9600410545,-1.176676475,-0.1321390483,0.3040215378
337,Gk_XqWt3Rlo,P2 Dự đoán HLV Rap Việt mùa 3 #shorts,Facebook: https://www.facebook.com/BiMatUnderground #rapviet #bray #baochan #karik #wowy #suboi #binz #spacespeakers ...,https://i.ytimg.com/vi/Gk_XqWt3Rlo/default.jpg,16137,0,9,1,37,vi,0,14,18,120,nl,0.05350507976,2.140698158,34.09444444,6.735923668,11,26,-0.4630839566,0.01877874787,-0.7320113634,-0.8614033005,-2.937951034,-0.1480910628,-0.05243304932,2.158007728,0.6121585923,1.836521822,-1.257498002,-1.350396424,-0.297111553,0.03199910019
338,7Ui7KhnCC6s,SUN GOD LUFFY RAP | &quot;Drums of Liberation&quot; | TheManBeHisLa (One Piece),New rap every Month. Aiming to get better with each one. Hope you all enjoy. CREDITS: Vocals/Rapper Rapping- ...,https://i.ytimg.com/vi/7Ui7KhnCC6s/default.jpg,392533,0,12,8,79,en,0,19,9,112,en,0.1061785568,4.008184854,59.38194444,6.868342589,30,21,-0.4630839566,0.7800793371,2.132736797,1.063895878,0.2781659035,-0.1480910628,0.5150241944,0.5153178871,0.4584335869,0.5403974534,0.2724663956,0.4515583719,1.806287882,0.212322712
339,vLF5YyTbSSQ,Red (Rainbow Friends) Vs. Banban (Garten of Banban) - Batalha de rap - batalha de games,Batalha de Vermelhos! Quem venceu essa batalha de rima??? O monstro Red do jogo Rainbow Friends ou o monstro Banban do ...,https://i.ytimg.com/vi/vLF5YyTbSSQ/default.jpg,120787,0,14,7,87,en,0,21,7,122,pt,0.1199513607,4.366416112,48.40277778,6.510686988,30,6,-0.4630839566,1.287613063,1.72348706,1.430619531,0.2781659035,-0.1480910628,0.7420070919,0.1502757003,0.6505898436,-3.347975652,0.6725140259,0.7972189513,0.8930472307,-0.2747206
340,GGhNBn_XPS0,EPICA BATALLA DE RAP PROFESORA VS ALUMNA,"Holiii, si sos nuevo o nueva en el canal, te invito a que te suscribas y me sigas en mis redes sociales! Espero que te haya gustado ...",https://i.ytimg.com/vi/GGhNBn_XPS0/default.jpg,11033,0,7,0,40,de,0,27,6,135,es,0.1505985736,5.206553541,62.54583333,7.016788068,19,15,-0.4630839566,-0.4887549783,-1.141261101,-0.7238819307,-1.583796534,-0.1480910628,1.422955784,-0.03224539317,0.9003929774,-1.014951789,1.562699131,1.607875152,2.069458306,0.4144707493
